filename,label,defect_type
OK_0097.png,OK,none
OK_0098.png,OK,none
OK_0099.png,OK,none
OK_0100.png,OK,none
OK_0101.png,OK,none
OK_0102.png,OK,none
OK_0103.png,OK,none
OK_0104.png,OK,none
OK_0105.png,OK,none
OK_0106.png,OK,none
OK_0107.png,OK,none
OK_0108.png,OK,none
OK_0109.png,OK,none
OK_0110.png,OK,none
OK_0111.png,OK,none
OK_0112.png,OK,none
OK_0113.png,OK,none
OK_0114.png,OK,none
OK_0115.png,OK,none
OK_0116.png,OK,none
OK_0117.png,OK,none
OK_0118.png,OK,none
OK_0119.png,OK,none
OK_0120.png,OK,none
OK_0121.png,OK,none
OK_0122.png,OK,none
OK_0123.png,OK,none
OK_0124.png,OK,none
OK_0125.png,OK,none
OK_0126.png,OK,none
OK_0127.png,OK,none
OK_0128.png,OK,none
OK_0129.png,OK,none
OK_0130.png,OK,none
OK_0131.png,OK,none
OK_0132.png,OK,none
OK_0133.png,OK,none
OK_0134.png,OK,none
OK_0135.png,OK,none
OK_0136.png,OK,none
OK_0137.png,OK,none
OK_0138.png,OK,none
OK_0139.png,OK,none
OK_0140.png,OK,none
OK_0141.png,OK,none
OK_0142.png,OK,none
OK_0143.png,OK,none
OK_0144.png,OK,none
OK_0145.png,OK,none
OK_0146.png,OK,none
OK_0147.png,OK,none
OK_0148.png,OK,none
OK_0149.png,OK,none
OK_0150.png,OK,none
OK_0151.png,OK,none
OK_0152.png,OK,none
OK_0153.png,OK,none
OK_0154.png,OK,none
OK_0155.png,OK,none
OK_0156.png,OK,none
OK_0157.png,OK,none
OK_0158.png,OK,none
OK_0159.png,OK,none
OK_0160.png,OK,none
OK_0161.png,OK,none
OK_0162.png,OK,none
OK_0163.png,OK,none
OK_0164.png,OK,none
OK_0165.png,OK,none
OK_0166.png,OK,none
OK_0167.png,OK,none
OK_0168.png,OK,none
OK_0169.png,OK,none
OK_0170.png,OK,none
OK_0171.png,OK,none
OK_0172.png,OK,none
OK_0173.png,OK,none
OK_0174.png,OK,none
OK_0175.png,OK,none
OK_0176.png,OK,none
OK_0177.png,OK,none
OK_0178.png,OK,none
OK_0179.png,OK,none
DEFECT_0180.png,DEFECT,dent
DEFECT_0181.png,DEFECT,chip
DEFECT_0182.png,DEFECT,chip
DEFECT_0183.png,DEFECT,scratch
DEFECT_0184.png,DEFECT,dent
DEFECT_0185.png,DEFECT,scratch
DEFECT_0186.png,DEFECT,scratch
DEFECT_0187.png,DEFECT,dent
DEFECT_0188.png,DEFECT,scratch
DEFECT_0189.png,DEFECT,chip
DEFECT_0190.png,DEFECT,chip
DEFECT_0191.png,DEFECT,scratch
DEFECT_0192.png,DEFECT,chip
DEFECT_0193.png,DEFECT,dent
DEFECT_0194.png,DEFECT,chip
DEFECT_0195.png,DEFECT,dent
DEFECT_0196.png,DEFECT,scratch
DEFECT_0197.png,DEFECT,scratch
DEFECT_0198.png,DEFECT,scratch
DEFECT_0199.png,DEFECT,dent
DEFECT_0200.png,DEFECT,scratch
DEFECT_0201.png,DEFECT,dent
DEFECT_0202.png,DEFECT,scratch
DEFECT_0203.png,DEFECT,chip
DEFECT_0204.png,DEFECT,scratch
DEFECT_0205.png,DEFECT,dent
DEFECT_0206.png,DEFECT,chip
DEFECT_0207.png,DEFECT,chip
DEFECT_0208.png,DEFECT,dent
DEFECT_0209.png,DEFECT,scratch
DEFECT_0210.png,DEFECT,scratch
DEFECT_0211.png,DEFECT,chip
DEFECT_0212.png,DEFECT,chip
DEFECT_0213.png,DEFECT,dent
DEFECT_0214.png,DEFECT,scratch
DEFECT_0215.png,DEFECT,scratch
DEFECT_0216.png,DEFECT,dent
DEFECT_0217.png,DEFECT,scratch
DEFECT_0218.png,DEFECT,chip
DEFECT_0219.png,DEFECT,dent
DEFECT_0220.png,DEFECT,dent
DEFECT_0221.png,DEFECT,scratch
DEFECT_0222.png,DEFECT,dent
DEFECT_0223.png,DEFECT,scratch
DEFECT_0224.png,DEFECT,chip
DEFECT_0225.png,DEFECT,dent
DEFECT_0226.png,DEFECT,chip
DEFECT_0227.png,DEFECT,dent
DEFECT_0228.png,DEFECT,dent
DEFECT_0229.png,DEFECT,chip
DEFECT_0230.png,DEFECT,dent
DEFECT_0231.png,DEFECT,dent
DEFECT_0232.png,DEFECT,scratch
DEFECT_0233.png,DEFECT,dent
DEFECT_0234.png,DEFECT,chip
DEFECT_0235.png,DEFECT,chip
DEFECT_0236.png,DEFECT,chip
DEFECT_0237.png,DEFECT,dent
DEFECT_0238.png,DEFECT,chip
DEFECT_0239.png,DEFECT,scratch
DEFECT_0240.png,DEFECT,dent
DEFECT_0241.png,DEFECT,chip
DEFECT_0242.png,DEFECT,dent
DEFECT_0243.png,DEFECT,chip
DEFECT_0244.png,DEFECT,scratch
DEFECT_0245.png,DEFECT,scratch
DEFECT_0246.png,DEFECT,scratch
DEFECT_0247.png,DEFECT,scratch
DEFECT_0248.png,DEFECT,scratch
DEFECT_0249.png,DEFECT,chip
DEFECT_0250.png,DEFECT,dent
DEFECT_0251.png,DEFECT,scratch
DEFECT_0252.png,DEFECT,scratch
DEFECT_0253.png,DEFECT,dent
DEFECT_0254.png,DEFECT,chip
DEFECT_0255.png,DEFECT,chip
DEFECT_0256.png,DEFECT,scratch
DEFECT_0257.png,DEFECT,dent
DEFECT_0258.png,DEFECT,chip
DEFECT_0259.png,DEFECT,dent
DEFECT_0260.png,DEFECT,chip
DEFECT_0261.png,DEFECT,chip
DEFECT_0262.png,DEFECT,chip
DEFECT_0263.png,DEFECT,scratch
DEFECT_0264.png,DEFECT,scratch
DEFECT_0265.png,DEFECT,scratch
DEFECT_0266.png,DEFECT,dent
DEFECT_0267.png,DEFECT,chip
DEFECT_0268.png,DEFECT,chip
DEFECT_0269.png,DEFECT,chip
DEFECT_0270.png,DEFECT,chip
DEFECT_0271.png,DEFECT,chip
DEFECT_0272.png,DEFECT,chip
DEFECT_0273.png,DEFECT,dent
DEFECT_0274.png,DEFECT,dent
DEFECT_0275.png,DEFECT,chip
DEFECT_0276.png,DEFECT,chip
DEFECT_0277.png,DEFECT,chip
DEFECT_0278.png,DEFECT,chip
DEFECT_0279.png,DEFECT,dent
DEFECT_0280.png,DEFECT,chip
DEFECT_0281.png,DEFECT,scratch
DEFECT_0282.png,DEFECT,dent
DEFECT_0283.png,DEFECT,scratch
DEFECT_0284.png,DEFECT,dent
DEFECT_0285.png,DEFECT,scratch
DEFECT_0286.png,DEFECT,scratch
DEFECT_0287.png,DEFECT,dent
DEFECT_0288.png,DEFECT,dent
DEFECT_0289.png,DEFECT,scratch
DEFECT_0290.png,DEFECT,chip
DEFECT_0291.png,DEFECT,dent
DEFECT_0292.png,DEFECT,chip
DEFECT_0293.png,DEFECT,chip
DEFECT_0294.png,DEFECT,scratch
DEFECT_0295.png,DEFECT,scratch
DEFECT_0296.png,DEFECT,dent
DEFECT_0297.png,DEFECT,scratch
DEFECT_0298.png,DEFECT,chip
DEFECT_0299.png,DEFECT,chip
DEFECT_0300.png,DEFECT,scratch
DEFECT_0301.png,DEFECT,chip
DEFECT_0302.png,DEFECT,dent
DEFECT_0303.png,DEFECT,chip
DEFECT_0304.png,DEFECT,scratch
DEFECT_0305.png,DEFECT,chip
DEFECT_0306.png,DEFECT,dent
DEFECT_0307.png,DEFECT,dent
DEFECT_0308.png,DEFECT,chip
DEFECT_0309.png,DEFECT,chip
DEFECT_0310.png,DEFECT,chip
DEFECT_0311.png,DEFECT,dent
DEFECT_0312.png,DEFECT,chip
DEFECT_0313.png,DEFECT,dent
DEFECT_0314.png,DEFECT,scratch
DEFECT_0315.png,DEFECT,dent
DEFECT_0316.png,DEFECT,dent
DEFECT_0317.png,DEFECT,chip
DEFECT_0318.png,DEFECT,chip
DEFECT_0319.png,DEFECT,dent
DEFECT_0320.png,DEFECT,dent
DEFECT_0321.png,DEFECT,scratch
DEFECT_0322.png,DEFECT,dent
DEFECT_0323.png,DEFECT,scratch
DEFECT_0324.png,DEFECT,chip
DEFECT_0325.png,DEFECT,scratch
DEFECT_0326.png,DEFECT,scratch
DEFECT_0327.png,DEFECT,chip
DEFECT_0328.png,DEFECT,scratch
DEFECT_0329.png,DEFECT,dent
DEFECT_0330.png,DEFECT,scratch
DEFECT_0331.png,DEFECT,scratch
DEFECT_0332.png,DEFECT,dent
DEFECT_0333.png,DEFECT,chip
DEFECT_0334.png,DEFECT,scratch
DEFECT_0335.png,DEFECT,chip
DEFECT_0336.png,DEFECT,dent
DEFECT_0337.png,DEFECT,dent
DEFECT_0338.png,DEFECT,scratch
DEFECT_0339.png,DEFECT,scratch
DEFECT_0340.png,DEFECT,dent
DEFECT_0341.png,DEFECT,dent
DEFECT_0342.png,DEFECT,dent
DEFECT_0343.png,DEFECT,chip
DEFECT_0344.png,DEFECT,chip
DEFECT_0345.png,DEFECT,scratch
DEFECT_0346.png,DEFECT,dent
DEFECT_0347.png,DEFECT,dent
DEFECT_0348.png,DEFECT,dent
DEFECT_0349.png,DEFECT,scratch
DEFECT_0350.png,DEFECT,scratch
DEFECT_0351.png,DEFECT,scratch
DEFECT_0352.png,DEFECT,chip
DEFECT_0353.png,DEFECT,dent
DEFECT_0354.png,DEFECT,scratch
DEFECT_0355.png,DEFECT,scratch
DEFECT_0356.png,DEFECT,scratch
DEFECT_0357.png,DEFECT,dent
DEFECT_0358.png,DEFECT,chip
DEFECT_0359.png,DEFECT,scratch
